2316,3929,3481,3814
2327,3935,3491,3819
2299,3933,3468,3795
2253,3919,3426,3753
2227,3900,3391,3722
2263,3918,3431,3775
2294,3923,3460,3795
2304,3934,3468,3788
2249,3915,3426,3743
2224,3903,3393,3723
2248,3910,3420,3751
2290,3923,3456,3793
2319,3928,3491,3811
2316,3932,3484,3808
2284,3923,3459,3772
2236,3907,3412,3727
2291,3919,3455,3785
2318,3929,3487,3814
2313,3932,3487,3806
2283,3917,3455,3772
2238,3903,3411,3731
2224,3902,3391,3724
2262,3911,3427,3760
2302,3919,3469,3798
2323,3932,3495,3808
2242,3904,3406,3727
2224,3901,3391,3724
2263,3907,3430,3763
2299,3923,3464,3796
2324,3929,3491,3814
2306,3928,3475,3798
2268,3913,3443,3757
2227,3903,3399,3723
2231,3903,3392,3731
2326,3929,3487,3811
2309,3923,3483,3792
2268,3912,3443,3760
2228,3902,3399,3721
2228,3900,3395,3724
2270,3911,3436,3771
2307,3921,3473,3800
2320,3931,3488,3810
2299,3927,3471,3789
2235,3896,3393,3727
2270,3913,3437,3769
2305,3925,3468,3800
2321,3929,3492,3808
2299,3923,3471,3784
2254,3911,3424,3745
2220,3903,3391,3715
2238,3903,3407,3740
2283,3915,3444,3781
2303,3921,3470,3785
2254,3910,3429,3742
2223,3896,3391,3713
2237,3903,3407,3736
2280,3915,3449,3776
2313,3927,3478,3807
2318,3925,3487,3804
2286,3919,3456,3775
2235,3907,3408,3728
2292,3916,3448,3781
2318,3927,3483,3809
2313,3928,3484,3801
2279,3921,3449,3772
2237,3907,3406,3727
2225,3899,3391,3718
2263,3908,3430,3763
2303,3919,3470,3795
2324,3931,3491,3814
2240,3904,3400,3724
2228,3899,3394,3719
2266,3911,3430,3766
2304,3918,3471,3792
2324,3925,3494,3808
2302,3926,3472,3790
2258,3911,3431,3744
2224,3899,3393,3716
2240,3896,3407,3737
2328,3930,3488,3807
2300,3925,3472,3785
2255,3911,3428,3742
2224,3901,3393,3711
2243,3900,3407,3740
2284,3915,3449,3781
2316,3926,3481,3808
2319,3923,3489,3800
2287,3921,3457,3774
2248,3903,3401,3742
2287,3910,3453,3783
2318,3927,3484,3807
2318,3929,3484,3804
2285,3916,3459,3772
2239,3905,3411,3724
2220,3899,3390,3713
2256,3907,3420,3756
2296,3919,3463,3785
2286,3920,3453,3767
2239,3903,3406,3727
2223,3899,3387,3717
2259,3907,3420,3759
2300,3919,3462,3793
2320,3929,3491,3808
2304,3927,3480,3791
2264,3915,3438,3753
2227,3903,3395,3716
2307,3918,3465,3793
2323,3929,3491,3809
2303,3922,3475,3788
2260,3912,3433,3748
2224,3902,3392,3715
2236,3902,3404,3736
2278,3915,3448,3775
2314,3924,3481,3800
2318,3929,3486,3804
2228,3900,3391,3708
2240,3901,3405,3734
2281,3910,3449,3778
2315,3920,3483,3804
2319,3929,3487,3804
2289,3920,3463,3772
2246,3910,3412,3734
2224,3897,3390,3712
2252,3900,3416,3748
2326,3927,3486,3798
2291,3920,3462,3777
2244,3909,3412,3734
2223,3897,3389,3706
2247,3903,3413,3742
2289,3912,3455,3783
2319,3926,3486,3806
2315,3927,3486,3794
2276,3919,3454,3763
2252,3903,3411,3743
2289,3918,3454,3785
2321,3927,3486,3807
2312,3929,3483,3800
2278,3919,3451,3760
2232,3903,3400,3723
2225,3896,3391,3716
2264,3910,3430,3760
2303,3923,3471,3792
2279,3918,3444,3753
2233,3903,3401,3721
2227,3901,3393,3721
2265,3911,3435,3763
2311,3921,3470,3799
2324,3928,3494,3808
2300,3923,3473,3782
2255,3914,3424,3743
2224,3900,3394,3708
2312,3922,3471,3795
2324,3924,3491,3808
2298,3925,3473,3784
2256,3911,3429,3743
2225,3897,3391,3713
2243,3903,3406,3739
2281,3915,3449,3776
2316,3920,3483,3806
2319,3929,3487,3804
2230,3897,3390,3711
2243,3903,3403,3739
2286,3912,3452,3779
2318,3927,3478,3806
2319,3927,3487,3798
2287,3919,3459,3772
2241,3907,3411,3729
2224,3895,3391,3712
2255,3903,3422,3751
2322,3928,3484,3796
2324,3921,3461,3771
2238,3907,3411,3724
2223,3900,3387,3715
2258,3907,3424,3750
2300,3919,3465,3786
2324,3929,3488,3809
2310,3927,3480,3793
2268,3917,3442,3753
2265,3908,3423,3753
2301,3919,3465,3792
2323,3929,3491,3809
2308,3927,3476,3795
2268,3916,3438,3755
2228,3903,3396,3717
2232,3896,3398,3727
2274,3911,3438,3769
2311,3922,3475,3799
2270,3916,3432,3751
2230,3896,3395,3716
2233,3896,3398,3727
2273,3908,3441,3764
2311,3923,3476,3796
2323,3929,3491,3806
2299,3923,3471,3783
2254,3911,3422,3740
2224,3897,3391,3708
2313,3924,3466,3796
2323,3931,3487,3807
2301,3923,3470,3784
2256,3911,3428,3736
2225,3900,3390,3713
2242,3903,3407,3734
2284,3914,3448,3775
2315,3927,3483,3801
2319,3929,3487,3804
2231,3896,3391,3709
2240,3899,3404,3735
2279,3915,3447,3774
2312,3926,3476,3802
2323,3927,3489,3804
2291,3924,3463,3778
2246,3911,3420,3733
2220,3900,3389,3708
2246,3903,3412,3743
2326,3929,3484,3803
2295,3921,3467,3779
2248,3911,3420,3735
2224,3899,3391,3711
2246,3903,3409,3740
2286,3917,3453,3776
2316,3929,3484,3803
2315,3929,3486,3799
2283,3919,3455,3765
2253,3903,3406,3742
2289,3915,3455,3782
2319,3927,3484,3806
2315,3929,3481,3799
2278,3919,3452,3760
2234,3903,3406,3719
2225,3896,3389,3714
2259,3909,3422,3759
2299,3919,3460,3791
2285,3913,3450,3758
2236,3903,3407,3720
2225,3896,3389,3714
2262,3903,3427,3757
2299,3919,3460,3791
2324,3928,3488,3808
2305,3927,3475,3790
2264,3915,3438,3748
2227,3896,3396,3715
2305,3919,3462,3783
2323,3928,3487,3807
2307,3925,3477,3785
2264,3916,3439,3749
2230,3897,3398,3713
2231,3901,3389,3723
2271,3911,3432,3765
2307,3923,3473,3791
2323,3929,3487,3807
2235,3900,3395,3711
2227,3899,3391,3719
2269,3908,3433,3760
2305,3923,3468,3795
2320,3929,3491,3804
2303,3926,3471,3786
2259,3912,3431,3743
2225,3898,3395,3711
2236,3897,3399,3726
2328,3923,3487,3804
2305,3925,3475,3787
2260,3908,3431,3744
2224,3901,3388,3711
2238,3899,3399,3729
2276,3911,3440,3769
2311,3922,3476,3796
2320,3924,3487,3804
2293,3916,3463,3776
2240,3901,3394,3727
2276,3915,3437,3771
2311,3923,3477,3799
