1822,2241,2868,2747
1790,2166,2772,2639
1763,2088,2682,2539
1825,2227,2920,2791
1868,2335,3008,2897
1848,2300,2955,2845
1816,2235,2867,2747
1798,2144,2803,2663
1853,2295,2992,2873
1852,2316,2985,2867
1831,2267,2912,2786
1804,2193,2819,2681
1772,2113,2719,2568
1791,2145,2811,2663
1852,2296,2998,2875
1855,2315,2982,2864
1790,2152,2758,2616
1763,2087,2703,2547
1831,2239,2934,2803
1859,2323,3005,2887
1841,2291,2945,2823
1812,2224,2855,2723
1783,2151,2759,2615
1766,2092,2707,2554
1835,2246,2943,2812
1836,2256,2894,2767
1799,2183,2800,2664
1767,2103,2703,2550
1800,2169,2844,2701
1856,2311,3007,2887
1852,2311,2975,2856
1825,2255,2899,2771
1798,2184,2803,2665
1767,2107,2703,2553
1866,2322,2999,2880
1840,2285,2937,2815
1809,2220,2848,2714
1782,2143,2751,2604
1772,2104,2735,2582
1840,2259,2958,2831
1861,2320,3001,2884
1839,2286,2937,2815
1809,2219,2847,2715
1815,2191,2870,2729
1860,2316,3011,2892
1850,2307,2969,2852
1823,2249,2886,2758
1792,2175,2791,2649
1766,2096,2691,2536
1809,2191,2879,2737
1862,2315,3008,2891
1849,2303,2969,2847
1784,2131,2736,2588
1776,2112,2753,2599
1843,2267,2971,2840
1859,2319,2998,2879
1836,2281,2929,2809
1809,2215,2841,2707
1780,2140,2747,2601
1771,2103,2734,2579
1840,2259,2958,2828
1832,2252,2886,2759
1795,2177,2797,2657
1766,2100,2696,2546
1802,2177,2855,2712
1862,2311,3008,2889
1851,2310,2975,2856
1825,2253,2899,2769
1795,2187,2803,2665
1767,2108,2703,2556
1867,2323,3000,2880
1840,2288,2938,2819
1812,2227,2855,2718
1784,2151,2759,2615
1767,2094,2704,2553
1832,2241,2940,2806
1863,2319,3007,2886
1843,2291,2949,2827
1815,2232,2864,2731
1801,2158,2820,2674
1856,2301,3001,2879
1855,2315,2986,2864
1830,2265,2911,2784
1799,2197,2816,2679
1771,2117,2714,2568
1793,2155,2820,2672
1856,2300,3000,2877
1855,2315,2987,2867
1791,2152,2759,2617
1763,2089,2700,2545
1831,2240,2937,2801
1862,2323,3007,2888
1844,2295,2951,2828
1814,2228,2859,2728
1787,2152,2763,2621
1763,2090,2702,2545
1829,2239,2936,2801
1836,2264,2902,2772
1798,2191,2812,2673
1772,2112,2713,2563
1795,2157,2827,2678
1857,2305,3001,2879
1855,2318,2984,2867
1831,2268,2911,2782
1800,2199,2819,2683
1774,2121,2721,2572
1868,2327,3002,2887
1846,2297,2951,2833
1816,2235,2865,2736
1788,2160,2771,2629
1763,2087,2691,2536
1827,2232,2926,2795
1865,2324,3009,2899
1848,2300,2958,2840
1818,2236,2871,2746
1799,2151,2808,2668
1855,2297,2999,2881
1857,2318,2990,2876
1832,2270,2915,2793
1804,2200,2823,2692
1774,2124,2727,2584
1791,2144,2803,2662
1854,2297,2995,2875
1859,2319,2995,2880
1798,2161,2771,2639
1763,2083,2686,2539
1822,2220,2919,2787
1859,2313,3014,2899
1843,2291,2961,2845
1814,2227,2879,2748
1782,2149,2785,2639
1745,2062,2694,2522
1795,2175,2918,2750
